class,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Entropy,Contrast,Energy,Dissimilarity,Correlation
0,8.778991699,498.7857254,22.33351126,2.967606641,9.193345873,0.178183263,69.75424561,0.381468508,3.117894737,0.973068205
0,13.3475647,645.6835705,25.41030442,2.340970972,5.832816081,0.099710166,55.5514649,0.279456366,3.121171918,0.975028573
0,6.974563599,344.2528792,18.5540529,3.096396111,9.901556975,0.105128077,105.0579296,0.287295895,4.341319507,0.939482776
0,2.774856567,150.4286669,12.26493648,4.906708643,24.86044376,0.134482367,133.5039537,0.327909777,4.823143684,0.922205817
0,7.012176514,384.8544603,19.61770782,3.258037477,11.21853559,0.226728323,66.88842975,0.434744001,2.861717828,0.970590954
0,12.59513855,641.3641789,25.32516888,2.457783852,6.440771098,0.117931403,76.91257143,0.305637171,3.483885714,0.968098189
0,15.0141449,772.4437623,27.79287251,2.257087221,5.535888539,0.15011089,69.63180859,0.347745979,3.36833216,0.975187761
1,11.37875366,993.7209424,31.52333965,3.456466357,13.08913616,0.003586368,69.94760638,0.049951259,4.398670213,0.966680565
1,3.19883728,418.3556536,20.45374424,6.828070083,48.09742032,0.015322972,252.3375286,0.105150391,5.699084668,0.945977065
0,6.120391846,539.6552851,23.23048181,4.225053527,18.32289776,0.096384118,115.0500329,0.274439891,4.44634628,0.974238933
0,9.011077881,771.7476827,27.78034706,3.527202571,12.89681301,0.178439639,106.51161,0.381843492,3.614028326,0.979350765
0,13.71539307,1007.03145,31.73375884,2.798249798,8.319243283,0.141536495,117.3263528,0.337220958,4.181061394,0.974369105
1,21.98472595,2075.201501,45.55437961,2.697207207,7.763982478,0.009722308,191.1992671,0.083444519,5.724538097,0.964429428
0,8.706069946,685.8100778,26.18797583,3.421578637,12.06997832,0.094581196,274.2108844,0.271656985,5.615646259,0.930076478
0,11.75798035,1225.768446,35.01097608,3.386931155,11.83718063,0.206309357,141.1099779,0.413090168,3.824749278,0.982087856
0,2.562835693,257.699002,16.05300601,6.783792939,47.20714152,0.228044459,429.3596177,0.436150334,7.711469534,0.922724982
0,6.387268066,359.5538218,18.96190449,3.565522898,13.7695118,0.211767839,63.26013923,0.418919516,2.58277845,0.972332801
1,9.16494751,510.0730113,22.58479602,3.311302855,12.35026653,0.013845087,139.6330749,0.100044108,5.900701366,0.927621775
1,4.593551636,432.6018741,20.79908349,5.305934867,30.0649726,0.001750582,92.42005186,0.034859676,5.117257275,0.970506956
0,5.565078735,265.0445041,16.28018747,3.454136489,12.3749602,0.075255632,110.06294,0.240669349,4.457971014,0.927739867
0,2.194442749,114.3405866,10.69301579,5.399381632,30.3277675,0.101123181,112.4957393,0.281480972,3.850125313,0.923177936
0,6.128860474,529.077051,23.00167496,4.089426549,17.0087648,0.101793197,120.5410053,0.282389111,4.045304233,0.971280548
0,7.23487854,551.2336191,23.47836492,3.620586521,13.44669734,0.153633174,97.50524396,0.352139299,3.603055176,0.974686134
0,16.45599365,887.6942706,29.79419861,2.279323886,5.639642321,0.106902238,125.9048962,0.290175699,4.890163855,0.958906898
0,9.881408691,576.9892133,24.02059977,2.884311425,8.598758614,0.069546822,128.3479733,0.230801556,4.880426504,0.945668587
0,9.264556885,891.6791684,29.86099744,3.630044551,13.60387004,0.239646507,101.2209346,0.448151779,3.206542056,0.984215303
1,14.30168152,1586.085444,39.82568824,3.305134622,11.40083183,0.012440139,144.0732683,0.09473616,5.278069517,0.971442024
1,23.88195801,2166.154636,46.5419664,2.563602869,7.05826574,0.025986128,145.8549753,0.138452719,5.441238231,0.974935589
1,24.8785553,2224.076329,47.16011375,2.467619958,6.497921964,0.021594912,139.2562542,0.125772481,5.076538201,0.973441982
1,15.9591217,1748.694472,41.81739437,3.108196765,10.05104875,0.005962466,164.7203797,0.064976697,5.42309541,0.956385421
1,6.974746704,973.6228637,31.20293037,4.851818882,24.22105518,0.011507993,190.948626,0.090971276,5.589008363,0.962128573
0,6.167510986,462.6986058,21.51043016,4.18166842,18.63736622,0.084245081,220.1110215,0.255925503,5.735215054,0.937322506
0,7.396133423,818.763893,28.61405062,4.225446754,18.22528218,0.099275994,166.8733182,0.278943517,4.797833304,0.975461014
1,7.984588623,706.7566882,26.58489587,4.193246362,18.85520571,0.00131331,148.9105297,0.030190757,6.853036176,0.956598228
1,10.32516479,878.8514017,29.64542801,3.363862058,11.86446387,0.003248349,87.74760939,0.04767637,5.354679803,0.944945879
0,5.827926636,476.7889004,21.83549634,4.139853118,17.49497316,0.08790361,86.97621375,0.261368863,4.078201369,0.977227911
0,7.294036865,491.7114185,22.17456693,3.506503025,12.73689528,0.206567923,57.74706782,0.413308037,2.931837498,0.98225585
1,6.439590454,711.4022524,26.67212501,4.94578331,26.25802453,0.003682776,191.8333333,0.050998486,8.161609195,0.962898828
1,11.05682373,1089.147864,33.00224029,3.796246354,15.7711506,0.002286479,172.6872679,0.039991851,6.893633952,0.962840355
0,1.805099487,129.8376032,11.39463045,6.849384553,48.16938888,0.228247246,208.4617682,0.436312203,5.453405018,0.926456347
0,3.701797485,170.4507739,13.05567976,3.936771547,15.87963431,0.125663451,29.96191781,0.315389384,2.027123288,0.977232512
0,5.857620239,298.1756645,17.26776374,3.322329214,11.42051329,0.244682468,50.07781233,0.452887687,2.139201148,0.973508789
0,14.10484314,744.3202679,27.28223356,2.343180242,5.785302971,0.097334542,84.93264427,0.275757277,3.215159345,0.966835482
0,17.78614807,941.6780463,30.68677315,2.137299553,5.031036398,0.114726781,97.15329015,0.301175844,3.241528208,0.968268764
1,2.48399353,366.792364,19.15182404,8.111458829,67.58990468,0.002504967,43.05778192,0.04171526,4.670083877,0.974468209
1,4.979751587,852.3165603,29.19446112,6.319302144,41.24150058,0.002169761,79.59667025,0.03882071,5.579484425,0.976701483
1,5.428924561,920.9497812,30.34715442,5.983928494,36.79784005,0.004496508,196.2612613,0.05621027,6.343764817,0.96211753
1,3.50680542,520.3817385,22.81187714,6.939508859,49.93040797,0.009822648,227.0723404,0.083897185,6.648024316,0.956117155
0,4.060165405,324.4410437,18.01224705,4.711360447,22.47607119,0.107292409,303.0392817,0.290190898,5.307744108,0.909463005
0,6.300064087,661.0909882,25.71168972,4.470315736,20.46306156,0.129987345,80.63084746,0.322028256,4.191864407,0.987737703
0,21.74119568,1499.67817,38.72567843,2.228842298,5.266827853,0.060598236,81.44168134,0.214784843,3.661751761,0.981443469
0,17.82229614,1326.892894,36.42654106,2.459451412,6.278362624,0.064984647,83.05914407,0.22243166,3.727272727,0.981126598
0,11.81558228,967.0967911,31.09817987,3.007915363,9.225215069,0.075154,77.15093985,0.240029544,3.691541353,0.982771003
0,5.469528198,496.3671429,22.27929853,4.491461401,20.62530417,0.111726001,89.00949796,0.296792764,4.51458616,0.981878159
0,4.185913086,291.500919,17.07339799,4.868013255,25.85485844,0.108009771,89.77001595,0.291803468,4.059649123,0.969696078
0,6.814788818,419.166621,20.47355907,3.482500922,12.74050526,0.218627395,75.96329072,0.426279551,3.131432317,0.972146634
0,10.20521545,586.339287,24.21444377,2.898689162,8.86195098,0.142859124,72.03950769,0.338794298,3.413169231,0.974378149
0,6.046966553,518.671891,22.77436917,4.20503209,18.17501277,0.101236732,149.5061063,0.281889899,4.408247423,0.96545318
0,8.399124146,668.7866295,25.86090929,3.510394007,12.86976627,0.223068889,125.7508735,0.431082514,3.939902166,0.972094672
0,18.79312134,1233.61629,35.12287417,2.285252006,5.438376939,0.058231955,135.7646771,0.210193738,4.386619374,0.961115127
0,13.25604248,955.1041805,30.90475984,2.735194542,7.731126325,0.08625284,165.4101843,0.258797044,5.05388941,0.956615382
0,7.056350708,560.9453287,23.68428442,3.717312457,14.16331822,0.122941541,218.5579522,0.312643641,5.576143451,0.944348952
0,6.037521362,455.6561255,21.34610329,3.904165552,15.58546357,0.087549023,124.2613358,0.260829807,4.22120098,0.961063723
0,7.30305481,533.6349902,23.10054091,3.570537658,13.17522644,0.239992265,81.98381877,0.448384568,3.182847896,0.978047385
0,14.59744263,908.384526,30.13941814,2.486920545,6.512311349,0.115190882,132.7705529,0.301776267,4.502283654,0.961761861
0,17.8188324,1054.360771,32.47092192,2.251392061,5.416713809,0.09208684,123.8595964,0.267985708,4.296801202,0.963444585
0,23.26179504,1232.900742,35.11268634,1.953760635,4.17477677,0.063351729,133.539743,0.219872998,4.664726165,0.957974222
1,5.171203613,784.1244325,28.00222192,5.935283159,36.78618438,0.001586935,93.5952381,0.033187286,5.935897436,0.970350338
1,3.359558105,566.90778,23.80982528,7.686397945,61.77621374,0.001918828,219.6023077,0.036516188,9.41,0.945171248
1,2.078048706,256.5019181,16.01567726,8.590158521,80.31282679,0.028151336,482.9785661,0.143969633,9.019955654,0.914349649
0,17.76571655,1488.724647,38.58399469,2.641780677,7.416733871,0.134640167,136.8884088,0.328372001,5.056350365,0.97842681
1,19.85404968,1614.830626,40.18495522,2.591256755,6.982732526,0.002936454,181.5025862,0.045264507,6.936128527,0.943518908
1,16.00057983,1404.383177,37.47510076,2.90675882,8.775457565,0.002162593,162.6693487,0.038757848,6.192911877,0.954496989
0,14.49136353,1115.298903,33.39609113,2.792330625,8.090985002,0.066818911,157.6120683,0.226351657,6.063249727,0.966262087
0,6.989135742,626.4178557,25.02834105,4.071758655,17.08560624,0.112641941,151.0357375,0.298429221,5.976868096,0.970666508
1,10.49253845,1035.774528,32.18345115,3.523061681,12.82687259,0.002431455,191.6810513,0.041098765,6.424075276,0.893413542
0,17.59492493,1224.619802,34.99456818,2.374147084,5.810563997,0.066543103,179.3647121,0.225151315,4.059699508,0.951368741
0,10.78651428,785.0667571,28.01904276,2.973596088,9.065326354,0.09552443,153.2113501,0.27298758,4.182334096,0.957463465
0,5.257415771,448.4777474,21.1772932,4.330853213,19.014619,0.093669693,127.9146199,0.270107112,4.106432749,0.966278351
0,7.177856445,597.2018463,24.43771361,3.704472173,13.89454568,0.1114596,106.2076379,0.295827195,3.221216407,0.973605696
1,9.009887695,1433.538737,37.8621016,4.708435439,23.10431126,0.001599979,148.4670495,0.033351151,5.844681433,0.973226197
0,14.20219421,842.158179,29.01996173,2.434854106,6.160252765,0.077858732,96.95345878,0.244966358,3.312663229,0.964819404
0,10.02609253,664.7297676,25.7823538,2.937524154,8.845311819,0.075166143,123.2932775,0.240608766,3.937535707,0.955539437
0,4.696151733,348.5503208,18.66950243,4.274215228,18.56189918,0.114490345,171.567597,0.300815813,4.571946357,0.943940816
0,7.055725098,578.6817078,24.05580404,3.787437108,14.63536134,0.111147163,118.6981838,0.295875032,3.46207265,0.971363069
1,10.59169006,1513.750372,38.90694503,4.219643491,18.73148832,0.003761691,226.439442,0.051449825,6.923060664,0.958032816
1,11.68884277,1671.079113,40.87883454,4.140525857,18.08804218,0.002495086,167.2536178,0.041802474,6.757142857,0.976252624
1,15.13829041,1668.566436,40.84808975,3.797471875,16.15312383,0.003557185,149.5822953,0.0498418,5.685419645,0.980546058
0,2.367599487,91.27822229,9.553963695,4.41755004,19.93429427,0.119965397,27.51594678,0.306285672,1.926735921,0.967148324
0,2.768844604,101.3517127,10.06735878,3.995753917,16.32131101,0.186978995,23.71281646,0.390365234,1.489978903,0.972303744
0,4.296356201,145.1303107,12.04700422,3.16053584,10.29118256,0.189579392,27.97654258,0.393367667,1.705932347,0.966906964
0,3.360656738,129.5556231,11.38225035,3.821324633,15.10975711,0.104156892,48.28075881,0.28556622,2.771815718,0.946236516
0,22.71141052,1133.055143,33.66088446,1.919386923,4.026807838,0.060649185,102.6536155,0.214770187,4.348589065,0.964069977
0,18.82687378,1052.203703,32.43768955,2.127373968,4.811497837,0.082092814,109.8055671,0.25184305,3.954677152,0.964327367
0,14.27661133,849.4860803,29.14594449,2.45529463,6.29399447,0.09185678,125.1969611,0.267449268,4.6113327,0.958311299
0,9.733795166,646.0743051,25.41799176,3.023097687,9.418475846,0.09757217,214.4367548,0.276268756,6.093411026,0.930512333
0,3.719146729,273.8338829,16.54792685,4.961717908,25.6099552,0.17442521,291.5692641,0.377315238,7.135642136,0.909849114
0,9.285873413,873.7387646,29.55907246,3.494991553,12.52574267,0.287337148,144.1413347,0.494784529,3.069706499,0.976571831
0,7.380554199,797.9631411,28.24824138,4.137496894,17.34515289,0.101308598,180.6926437,0.281474378,4.421806745,0.971652669
1,4.856613159,582.2490262,24.12983685,5.552020499,31.91299942,0.001663748,161.3645508,0.033986175,6.40443982,0.96603576
0,6.322128296,561.574002,23.69755266,4.148946655,17.55575375,0.088488017,101.0990551,0.262148667,4.254480287,0.977559507
1,5.723388672,508.4786212,22.54947053,4.795526004,26.17817149,0.003970179,112.6474299,0.05266891,6.153037383,0.954507887
0,11.80517578,636.4148318,25.22726366,2.566820114,6.88316492,0.110035561,93.63013612,0.294342369,3.791832858,0.962765745
0,6.634460449,378.0796723,19.44427094,3.460094038,12.41784754,0.112405663,110.0756528,0.297869565,4.4656298,0.95196286
0,1.360122681,78.23637029,8.845132576,7.29917648,55.70316932,0.227872898,115.3273596,0.436012959,4.309438471,0.935438273
0,13.15731812,1420.345734,37.6874745,3.182064323,10.37830833,0.231131634,272.2806818,0.439295639,4.348538961,0.968514915
1,10.29090881,463.1891882,21.5218305,3.330403459,13.61630379,0.02832948,55.0976686,0.144246196,3.329359852,0.96735363
1,7.76763916,504.9678565,22.47148986,3.949510963,17.48505055,0.004364189,34.14516129,0.055133279,3.315668203,0.982781944
1,4.861053467,315.6277741,17.76591608,4.62645515,23.3551229,0.061674831,76.32175111,0.215811081,2.806979948,0.969845438
0,1.401657104,49.79641705,7.05665764,5.300767389,28.5525763,0.274211104,51.19303279,0.481847467,2.218032787,0.929908331
0,4.179321289,173.359495,13.16660529,3.511991186,12.7715771,0.316996787,21.08154235,0.522066511,1.357142857,0.982213057
0,9.336349487,282.8588566,16.81840827,2.209120489,5.259170077,0.117570719,29.76686508,0.304623802,2.218849206,0.968817232
0,5.463287354,331.6865568,18.21226391,3.683146378,13.81169451,0.133985013,72.44130627,0.326698601,2.764594629,0.968933782
1,5.401229858,448.4272869,21.17610179,4.541662154,22.45757418,0.10935945,123.9836601,0.293768866,4.235122119,0.969018395
0,17.2237854,745.462619,27.30316134,2.015174289,4.348895406,0.063946124,98.47447593,0.220383277,3.461859472,0.948622595
0,15.44198608,724.5126635,26.9167729,2.15816016,4.882726391,0.062238612,118.097,0.217136524,3.891555556,0.939302228
0,11.43287659,603.8207349,24.57276409,2.571460258,6.865531901,0.087488081,131.6428865,0.2604729,4.488018622,0.941169661
0,6.740112305,375.9667953,19.38986321,3.329640561,11.43147989,0.105075166,151.4610684,0.28746499,5.273999606,0.929487742
0,1.475738525,85.55851039,9.249784343,6.891268709,49.1618771,0.202830432,199.8980464,0.409303327,5.758852259,0.891941704
